object_id,institution_id,museum,inventory_number,object_title_original,object_title_english,classification,species_if_given,provenance,date_period,length,width,other_dimensions,description,whole_or_partial,wrapping_present,head_visible,dorsal_visible,tail_visible,online_record_url,image_urls,image_count,image_license,api_or_iiif,bibliography,source_of_identification,confidence,notes,x_country,x_city,x_other_numbers,x_classification_basis,x_acquisition,x_evidence_type,x_possible_duplicate_of,x_conflicts,x_date_checked,x_agents
INST-AT-001-O011,INST-AT-001,Kunsthistorisches Museum Vienna,"Ägyptische Sammlung, INV 266",Großes Krokodil,Great crocodile,A,UNKNOWN,Fundort unbekannt,Ca. 500 v. Chr. - 100 n. Chr. (Spätzeit oder Griechisch-Römische Zeit),260 cm,ca. 29 cm,"L 260 cm, B ca. 29 cm, H ca. 23 cm","Objektbezeichnung: Tiermumie; Material/Technik: Leinen, tierischer Körper. On display: Ägyptisch-Orientalische Sammlung Saal IV.",WHOLE,PARTIAL,YES,YES,YES,https://www.khm.at/kunstwerke/grosses-krokodil-316270; https://www.europeana.eu/item/15502/AE_INV_266,http://imageapi.khm.at/images/316270/AE_INV_266_46113.jpg,UNKNOWN,CC BY-NC-SA 4.0 (Europeana),IIIF https://iiif.europeana.eu/presentation/15502/AE_INV_266/manifest,UNKNOWN,KHM online collection + Europeana [benelux_alpine],CONFIRMED,Europeana EN title 'Great crocodile'.,AT,Vienna,Europeana AE_INV_266; KHM object id 316270,"Photo examined (AE_INV_266_46113.jpg): large crocodile wrapped in linen sheets and criss-cross bandages over body and tail, snout with teeth exposed",Vor 1875 erworben,OFFICIAL_DB; NATIONAL_PORTAL; IIIF,UNKNOWN,,2026-09-24,benelux_alpine
INST-AT-001-O012,INST-AT-001,Kunsthistorisches Museum Vienna,"Ägyptische Sammlung, INV 266a",Kleine Krokodilsmumie,Small crocodile mummy,A,UNKNOWN,Fundort unbekannt,Ca. 724-31 v. Chr. (Spätzeit bis Ptolemäerzeit),40 cm,7 cm,"H 6 cm, L 40 cm, B 7 cm, G 169 g","Objektbezeichnung: Tiermumie; Material/Technik: Mumie, Leinen. On display Saal IV.",UNKNOWN,YES,YES,YES,YES,https://www.khm.at/kunstwerke/kleine-krokodilsmumie-324030; https://www.europeana.eu/item/15502/AE_INV_266a,http://imageapi.khm.at/images/324030/AE_INV_266A_1.jpg,UNKNOWN,CC BY-NC-SA 4.0 (Europeana),IIIF https://iiif.europeana.eu/presentation/15502/AE_INV_266a/manifest,UNKNOWN,KHM online collection + Europeana [benelux_alpine],CONFIRMED,Contents not studied (no CT known).,AT,Vienna,Europeana AE_INV_266a; KHM object id 324030,"Photo examined (AE_INV_266A_1.jpg): wrapped crocodile-shaped bundle with modelled head and eye appliques, neck band, body and tapering tail","Alter Bestand, möglicherweise vor 1824 erworben",OFFICIAL_DB; NATIONAL_PORTAL; IIIF,UNKNOWN,,2026-09-24,benelux_alpine
INST-AT-001-O013,INST-AT-001,Kunsthistorisches Museum Vienna,"Ägyptische Sammlung, INV 266b",Kleine Krokodilsmumie,Small crocodile mummy,A,UNKNOWN,Fundort unbekannt,Ca. 724-31 v. Chr. (Spätzeit bis Ptolemäerzeit),34 cm,UNKNOWN,"L 34 cm, T 8 cm","Objektbezeichnung: Tiermumie; Material/Technik: Mumie, Leinen. On display Saal IV.",UNKNOWN,YES,YES,YES,YES,https://www.khm.at/kunstwerke/kleine-krokodilsmumie-324031; https://www.europeana.eu/item/15502/AE_INV_266b,http://imageapi.khm.at/images/324031/AE_INV_266B_2.jpg,UNKNOWN,CC BY-NC-SA 4.0 (Europeana),IIIF https://iiif.europeana.eu/presentation/15502/AE_INV_266b/manifest,UNKNOWN,KHM online collection + Europeana [benelux_alpine],CONFIRMED,UNKNOWN,AT,Vienna,Europeana AE_INV_266b; KHM object id 324031,"Photo examined (AE_INV_266B_2.jpg): wrapped crocodile-shaped bundle, dark-painted head with eye, bandaged body with black painted marks, tapering tail","Alter Bestand, vor 1875",OFFICIAL_DB; NATIONAL_PORTAL; IIIF,UNKNOWN,,2026-09-24,benelux_alpine
INST-AT-001-O014,INST-AT-001,Kunsthistorisches Museum Vienna,"Ägyptische Sammlung, INV 266c",Krokodilseier,Crocodile eggs,F,UNKNOWN,Fundort unbekannt,Ca. 500 v. Chr. - 100 n. Chr. (Spätzeit oder Griechisch-Römische Zeit),UNKNOWN,B 125 cm (as printed),"B 125 cm, T 137 cm (as printed; values look implausible, possibly mm)","Linen wrapping containing crocodile eggs (bundle opened, eggs and shell fragments visible).",UNKNOWN,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,https://www.khm.at/kunstwerke/krokodilseier-319134; https://www.europeana.eu/item/15502/AE_INV_266c,http://imageapi.khm.at/images/319134/AE_INV_266_c_46281.jpg,UNKNOWN,CC BY-NC-SA 4.0 (Europeana),IIIF https://iiif.europeana.eu/presentation/15502/AE_INV_266c/manifest,UNKNOWN,KHM online collection + Europeana [benelux_alpine],CONFIRMED,EGG. Number of eggs not stated.,AT,Vienna,Europeana AE_INV_266c; KHM object id 319134,"Record (title 'Krokodilseier', material 'Leinen, Krokodilseier', Objektbezeichnung Tiermumie) and photo (opened linen wrapping filled with many egg shells) - EGG",Möglicherweise vor 1824 erworben,OFFICIAL_DB; NATIONAL_PORTAL; IIIF,UNKNOWN,,2026-09-24,benelux_alpine
INST-AT-001-O015,INST-AT-001,Kunsthistorisches Museum Vienna,"Ägyptische Sammlung, INV 290",Mumifizierter Körper eines kleinen Krokodils,Mummified body of a small crocodile,C,UNKNOWN,Fundort unbekannt,4.-1. Jh. v. Chr. (Spätzeit bis Ptolemäerzeit),"29,5 cm","4,6 cm","L 29,5 cm, B 4,6 cm, H 2,5 cm, G 15 g (Europeana: L ca. 30 cm)",Objektbezeichnung: Tiermumie. General text on crocodile cult (same text as INV 292).,WHOLE,NO,YES,YES,YES,https://www.khm.at/kunstwerke/mumifizierter-koerper-eines-kleinen-krokodils-324057; https://www.europeana.eu/item/15502/AE_INV_290,http://imageapi.khm.at/images/324057/AE_INV_290_03.jpg,UNKNOWN,CC BY-NC-SA 4.0 (Europeana),IIIF https://iiif.europeana.eu/presentation/15502/AE_INV_290/manifest,UNKNOWN,KHM online collection + Europeana [benelux_alpine],CONFIRMED,UNKNOWN,AT,Vienna,Europeana AE_INV_290; KHM object id 324057,Photo examined (AE_INV_290_03.jpg): complete unwrapped desiccated juvenile crocodile (dorsal view); material 'Mumie' (no linen listed),Vor 1875 erworben,OFFICIAL_DB; NATIONAL_PORTAL; IIIF,UNKNOWN,,2026-09-24,benelux_alpine
INST-AT-001-O016,INST-AT-001,Kunsthistorisches Museum Vienna,"Ägyptische Sammlung, INV 292",Mumie eines kleinen Krokodils,Mummy of a small crocodile,F,UNKNOWN,Fundort unbekannt,4.-1. Jh. v. Chr. (Spätzeit bis Ptolemäerzeit),ca. 30 cm,UNKNOWN,L ca. 30 cm,"Objektbezeichnung: Tiermumie; Material/Technik: Mumie, Leinen",UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,https://www.khm.at/kunstwerke/mumie-eines-kleinen-krokodils-324059; https://www.europeana.eu/item/15502/AE_INV_292,http://imageapi.khm.at/images/324059/AE_INV_292_2.jpg,UNKNOWN,CC BY-NC-SA 4.0 (Europeana),IIIF https://iiif.europeana.eu/presentation/15502/AE_INV_292/manifest,UNKNOWN,KHM online collection + Europeana [benelux_alpine],CONFIRMED,UNKNOWN,AT,Vienna,Europeana AE_INV_292; KHM object id 324059,Photo examined (AE_INV_292_2.jpg): slender rod-like linen bundle with loose threads; crocodile form (head/legs) not clearly modelled; contents unknown,Vor 1875 erworben,OFFICIAL_DB; NATIONAL_PORTAL; IIIF,UNKNOWN,,2026-09-24,benelux_alpine
INST-AT-002-O001,INST-AT-002,Natural History Museum of the Salzkammergut,UNKNOWN,UNKNOWN,Adult crocodile mummy,A,Crocodylus suchus (mitogenome),likely Kom Ombo (al-Shutb cemetery) per size and museum archival documents,c. 3rd c. BC - 2nd c. AD (Hekkala et al. 2020); Hekkala et al. 2022 Table 1 lists '1400 BP',2.5 m,UNKNOWN,UNKNOWN,Reproductively mature male (everted mummified penis); sampled from scapular region; on display.,WHOLE,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Hekkala, E.R. et al. 2020. The secrets of Sobek - A crocodile mummy mitogenome from ancient Egypt. Journal of Archaeological Science: Reports 33: 102483; Hekkala, E.R., Colten, R., Cunningham, S.W., Smith, O. & Ikram, S. 2022. Using mitogenomes to explore the social and ecological contexts of crocodile mummification in ancient Egypt. Bulletin of the Peabody Museum of Natural History 63(1): 3-14 Table 1","Hekkala, E.R. et al. 2020. The secrets of Sobek - A crocodile mummy mitogenome from ancient Egypt. Journal of Archaeological Science: Reports 33: 102483, section 2.1 and Fig. 1 (https://doi.org/10.1016/j.jasrep.2020.102483; OA PDF https://www.naturmuseum.at/wp-content/uploads/2019/09/The_secrets_of_Sobek_-_A_crocodile_mummy_mitogenom.pdf) [literature]",CONFIRMED,"Museum called 'Natural History Museum of the Salzkammergut, Austria (NMSG-A)' in Bad Ebensee; OA PDF hosted on naturmuseum.at (museum's own domain?) - benelux_alpine agent to check official name.",AT,Ebensee,aDNA sample names KomOmbo_Mummy21/22; GenBank MT727032,"description and photo Fig. 1 (head on display; inset full length) in Hekkala et al. 2020: desiccated, resin/oil anointed and wrapped in resin-permeated linen; total length 2.5 m",Gift of the Egyptian government to Prof. Otto Stober 1960-61; displayed in Moor Museum Bad Neydharting until its dissolution in 2000; then transferred to NMSG-A,PEER_REVIEWED,UNKNOWN,,2026-09-24,literature
INST-AU-001-O001,INST-AU-001,"Chau Chak Wing Museum, University of Sydney",NM52.406.1,Mummified foetal crocodile,Mummified foetal crocodile,A,UNKNOWN,Egypt,Late Period to Roman Period (712 BC - 364 AD),UNKNOWN,UNKNOWN,UNKNOWN (dimension fields not exposed by public IMu API),"EMu DesPhysicalDescription: 'Mummified baby crocodile. The crocodile is desiccated from the mummification process and appears black in colour. The eyes are missing, leaving empty sockets. Several teeth are visible on the proper left side of the jaw. The area from the neck down to the top of the tail has been covered in a narrow strip of coarsely woven linen. The linen strip/s has been wound around the body of the crocodile in the one direction.' Medium: 'mummified animal remains, linen'.",WHOLE,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,https://www.sydney.edu.au/museums/collections_search/?record=ecatalogue.41239,https://www.sydney.edu.au/content/dam/corporate/images/chau-chak-wing-museum-restricted-images/our-research/animal-mummies/crocodile-mummy-rotated.jpg,1 (research page),UNKNOWN (image stored in 'chau-chak-wing-museum-restricted-images' folder),Public IMu JSON endpoint https://www.sydney.edu.au/museums/collections_search/imu/request.php (used by web client; SummaryData/DesPhysicalDescription/PhyMedium readable),"Chau Chak Wing Museum, Animal Mummy Research Project webpage",University of Sydney museums EMu record (SummaryData 'NM52.406.1; Mummified animal; Mummified foetal crocodile; Late Period to Roman Period (712 BC - 364 AD); Egypt') + Animal Mummy Research Project page [canada_oceania],CONFIRMED,Nicholson Collection. Research page: 'Two are partially wrapped in a single layer of woven linen bandages and the third is unwrapped.' Future studies may re-evaluate the crocodiles (not yet CT-scanned per page).,AU,Sydney,EMu irn 41239; accession lot 9548,"EMu description + museum photo (NM52.406.1_02, viewed): head exposed, neck bound with dark cord, body in coarse linen, tail exposed; complete",Donated by Professor Richard Edwin Smith in 1952 (Animal Mummy Research Project page),OFFICIAL_DB; OFFICIAL_API; OFFICIAL_WEBPAGE,UNKNOWN,,2026-09-24,canada_oceania
INST-AU-001-O002,INST-AU-001,"Chau Chak Wing Museum, University of Sydney",NM52.406.2,Mummified foetal crocodile,Mummified foetal crocodile,F,UNKNOWN,Egypt,Late Period to Roman Period (712 BC - 364 AD),UNKNOWN,UNKNOWN,UNKNOWN,"EMu DesPhysicalDescription (identical to NM52.406.1): 'Mummified baby crocodile. ... The area from the neck down to the top of the tail has been covered in a narrow strip of coarsely woven linen...' Medium: 'desiccated crocodile, linen'.",UNKNOWN,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,https://www.sydney.edu.au/museums/collections_search/?record=ecatalogue.62330,UNKNOWN,UNKNOWN,UNKNOWN,IMu JSON endpoint (see NM52.406.1),"Chau Chak Wing Museum, Animal Mummy Research Project webpage",University of Sydney museums EMu record (SummaryData 'NM52.406.2; Mummified animal; Mummified foetal crocodile; ...; Egypt') [canada_oceania],CONFIRMED,"Could form one individual with head NM52.406.3 (museum page: 'it is not known if this head represents a third animal, or if it might join the wrapped specimen where only the tail is visible'). If so, B/D-type composite; classify after image audit.",AU,Sydney,EMu irn 62330; accession lot 9548,"Conflicting descriptions: EMu description is verbatim identical to NM52.406.1 (head/teeth visible); research page says a skull fragment NM52.406.3 'might join the wrapped specimen where only the tail is visible' - since NM52.406.1 photo shows its head, this is probably NM52.406.2, i.e. head possibly missing. No photo seen.",Donated by Professor Richard Edwin Smith in 1952,OFFICIAL_DB; OFFICIAL_API; OFFICIAL_WEBPAGE,UNKNOWN,,2026-09-24,canada_oceania
INST-AU-001-O003,INST-AU-001,"Chau Chak Wing Museum, University of Sydney",NM52.406.3,Dried foetal crocodile head,Dried foetal crocodile head,D,UNKNOWN,Egypt,Late Period to Roman Period (712 BC - 364 AD),UNKNOWN,UNKNOWN,UNKNOWN,"EMu: 'Mummified head of a baby crocodile head. The head is desiccated from the mummification process and appears black in colour. The eyes are missing, leaving empty sockets.' Medium: 'mummified crocodile head'. Research page calls it 'A fragment of a baby crocodile skull'.",PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.sydney.edu.au/museums/collections_search/?record=ecatalogue.62331,UNKNOWN,UNKNOWN,UNKNOWN,IMu JSON endpoint (see NM52.406.1),"Chau Chak Wing Museum, Animal Mummy Research Project webpage",University of Sydney museums EMu record (SummaryData 'NM52.406.3; Mummified animal; Dried foetal crocodile head; ...; Egypt') + research page [canada_oceania],CONFIRMED,Museum states it is unknown whether this is a third animal or the head of the wrapped specimen whose tail only is visible.,AU,Sydney,EMu irn 62331; accession lot 9548,EMu: object category 'Mummified animal'; description 'Mummified head of a baby crocodile head',Donated by Professor Richard Edwin Smith in 1952 with NM52.406.1-2,OFFICIAL_DB; OFFICIAL_API; OFFICIAL_WEBPAGE,NM52.406.2 (may belong to the same individual per museum research page),,2026-09-24,canada_oceania
INST-AU-001-O004,INST-AU-001,"Chau Chak Wing Museum, University of Sydney",NM84.4,Small crocodile mummy,Small crocodile mummy,C,UNKNOWN,Egypt,Late Period to Roman Period (712 BC - 364 AD),UNKNOWN,UNKNOWN,UNKNOWN,"EMu: 'Mummified baby crocodile, eye sockets empty. In good condition, complete.' Medium: 'mummified crocodile'.",WHOLE,NO,UNKNOWN,UNKNOWN,UNKNOWN,https://www.sydney.edu.au/museums/collections_search/?record=ecatalogue.35470,UNKNOWN,UNKNOWN,UNKNOWN,IMu JSON endpoint (see NM52.406.1),"Chau Chak Wing Museum, Animal Mummy Research Project webpage",University of Sydney museums EMu record (SummaryData 'NM84.4; Mummified animal; Small crocodile mummy; Late Period to Roman Period (712 BC - 364 AD); Egypt') + research page [canada_oceania],CONFIRMED,Nicholson Collection.,AU,Sydney,EMu irn 35470; accession lot 12179,"EMu description 'Mummified baby crocodile, eye sockets empty. In good condition, complete.' + research page 'the third is unwrapped'",Part of Sir Grafton Elliot Smith's collection; donated by his grand-nieces in his honour in 1984 (research page),OFFICIAL_DB; OFFICIAL_API; OFFICIAL_WEBPAGE,UNKNOWN,,2026-09-24,canada_oceania
INST-BE-001-O001,INST-BE-001,Art & History Museum (Royal Museums of Art and History),E.00453,Momie de crocodile / Mummie van een krokodil,Mummy of a young crocodile (Europeana EN title),F,UNKNOWN,"Fouilles B. Grenfell et A. Hunt au Fayoum, 1901-02 (Lieu de decouverte: El-Fayum (gouvernorat))",30 BC - AD 395 (Periode romaine),UNKNOWN,UNKNOWN,UNKNOWN,Enveloppee dans une etoffe de lin entoure d'un double fil. Les yeux sont fabriques de cartonnage peint. L'etude radiographique demontre que l'objet est une contrefacon antique constituant d'un materiel non-identifie entoure de joncs.,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,https://www.carmentis.be/eMP/eMuseumPlus?service=ExternalInterface&module=collection&lang=fr&objectId=75238; https://www.europeana.eu/item/322/Museu_ProvidedCHO_Mus_es_Royaux_d_Art_et_d_Histoire_75238,https://mpBruxellesMRAH.zetcom.com/MpWeb-mpBruxellesMRAH/images/75238.jpg,UNKNOWN,CC BY-NC-SA 4.0 (Europeana edmRights),IIIF https://iiif.europeana.eu/presentation/322/Museu_ProvidedCHO_Mus_es_Royaux_d_Art_et_d_Histoire_75238/manifest,UNKNOWN,Carmentis official DB + Europeana [benelux_alpine],CONFIRMED,PSEUDO-MUMMY (ancient fake per radiography). On display ('Localisation: Expose'). Grenfell & Hunt Fayum excavations -> check other Egypt Exploration Fund/Graeco-Roman Branch distributions.,BE,Brussels,Carmentis objectId 75238,Official description: radiographic study shows the object is an ancient forgery of unidentified material surrounded by rushes (PSEUDO-MUMMY); photo exists,From Grenfell & Hunt excavations 1901-02 (as stated),OFFICIAL_DB; NATIONAL_PORTAL; IIIF,UNKNOWN,,2026-09-24,benelux_alpine
INST-BE-001-O002,INST-BE-001,Art & History Museum (Royal Museums of Art and History),E.01229,Momie de crocodile / Mummie van een krokodil,Crocodile mummy,F,UNKNOWN,Lieu de decouverte: Luxor (gouvernorat),30 BC - AD 395 (Periode romaine),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (no description online),UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,https://www.carmentis.be/eMP/eMuseumPlus?service=ExternalInterface&module=collection&lang=fr&objectId=76199,https://mpBruxellesMRAH.zetcom.com/MpWeb-mpBruxellesMRAH/images/76199.jpg,1,UNKNOWN (Carmentis states copyright notice; KMKG Europeana records are CC BY-NC-SA 4.0),UNKNOWN,UNKNOWN,Carmentis official DB [benelux_alpine],CONFIRMED,Not on Europeana.,BE,Brussels,Carmentis objectId 76199,"Title only plus one b/w photo examined: spindle-shaped wrapped bundle bound with reed/rush windings, dark head end, reed ends at tail; crocodile form and contents not evident",UNKNOWN,OFFICIAL_DB,UNKNOWN,,2026-09-24,benelux_alpine
INST-BE-001-O003,INST-BE-001,Art & History Museum (Royal Museums of Art and History),E.07043a,Momie de jeune crocodile / Mummie van een jonge krokodil,Mummy of a young crocodile,F,UNKNOWN,Lieu de decouverte: Tebtunis (El-Fayoum),30 BC - AD 395 (Periode romaine),"43,5 cm",UNKNOWN,"H x La x P: 43,5 cm",Material: Lin (Linum usitatissimum). On display (Localisation: Expose).,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.carmentis.be/eMP/eMuseumPlus?service=ExternalInterface&module=collection&lang=fr&objectId=84039,UNKNOWN,0,UNKNOWN,UNKNOWN,UNKNOWN,Carmentis official DB [benelux_alpine],CONFIRMED,"Related object E.07043b (same Tebtunis findspot). Material linen suggests wrapped, but not stated as such.",BE,Brussels,Carmentis objectId 84039,Title only; no image or description online,UNKNOWN,OFFICIAL_DB,UNKNOWN,,2026-09-24,benelux_alpine
INST-BE-001-O004,INST-BE-001,Art & History Museum (Royal Museums of Art and History),E.07043b,Momie de jeune crocodile / Mummie van een jonge krokodil,Mummy of a young crocodile,F,UNKNOWN,Lieu de decouverte: Tebtunis (El-Fayoum),30 BC - AD 395 (Periode romaine),39 cm,UNKNOWN,H x La x P: 39 cm,Material: Lin (Linum usitatissimum). On display (Localisation: Expose).,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.carmentis.be/eMP/eMuseumPlus?service=ExternalInterface&module=collection&lang=fr&objectId=84040,UNKNOWN,0,UNKNOWN,UNKNOWN,UNKNOWN,Carmentis official DB [benelux_alpine],CONFIRMED,Related object E.07043a.,BE,Brussels,Carmentis objectId 84040,Title only; no image or description online,UNKNOWN,OFFICIAL_DB,UNKNOWN,,2026-09-24,benelux_alpine
INST-BE-001-O005,INST-BE-001,Art & History Museum (Royal Museums of Art and History),E.07092a,Momie de jeune crocodile / Mummie van een jonge krokodil,Mummy of a young crocodile,C,UNKNOWN,Egypte; Lieu de decouverte: Inconnu,Inconnue,"24,7 cm",UNKNOWN,"H x La x P: 24,7 cm (Europeana: 24.7 x 0.0 cm)",UNKNOWN (no description online),WHOLE,NO,UNKNOWN,UNKNOWN,UNKNOWN,https://www.carmentis.be/eMP/eMuseumPlus?service=ExternalInterface&module=collection&lang=fr&objectId=84095; https://www.europeana.eu/item/322/Museu_ProvidedCHO_Mus_es_Royaux_d_Art_et_d_Histoire_84095,https://mpBruxellesMRAH.zetcom.com/MpWeb-mpBruxellesMRAH/images/84095.jpg,UNKNOWN,CC BY-NC-SA 4.0 (Europeana edmRights),IIIF https://iiif.europeana.eu/presentation/322/Museu_ProvidedCHO_Mus_es_Royaux_d_Art_et_d_Histoire_84095/manifest,UNKNOWN,Carmentis official DB + Europeana [benelux_alpine],CONFIRMED,"Undated, no findspot; an unwrapped desiccated juvenile - Egyptian ancient origin asserted only by museum culture 'Egyptienne'. Photo shows both a and b; which is which not stated.",BE,Brussels,Carmentis objectId 84095,"Photo examined (Carmentis/Europeana image 84095.jpg shows two unwrapped desiccated juvenile crocodiles, E.07092a and b together): no bandages visible",UNKNOWN,OFFICIAL_DB; NATIONAL_PORTAL; IIIF,UNKNOWN,,2026-09-24,benelux_alpine
INST-BE-001-O006,INST-BE-001,Art & History Museum (Royal Museums of Art and History),E.07092b,Momie de jeune crocodile / Mummie van een jonge krokodil,Mummy of a young crocodile,C,UNKNOWN,Egypte; Lieu de decouverte: Inconnu,Inconnue,"25,7 cm",UNKNOWN,"H x La x P: 25,7 cm",UNKNOWN (no description online),WHOLE,NO,UNKNOWN,UNKNOWN,UNKNOWN,https://www.carmentis.be/eMP/eMuseumPlus?service=ExternalInterface&module=collection&lang=fr&objectId=84096; https://www.europeana.eu/item/322/Museu_ProvidedCHO_Mus_es_Royaux_d_Art_et_d_Histoire_84096,https://mpBruxellesMRAH.zetcom.com/MpWeb-mpBruxellesMRAH/images/84096.jpg,UNKNOWN,CC BY-NC-SA 4.0 (Europeana edmRights),IIIF https://iiif.europeana.eu/presentation/322/Museu_ProvidedCHO_Mus_es_Royaux_d_Art_et_d_Histoire_84096/manifest,UNKNOWN,Carmentis official DB + Europeana [benelux_alpine],CONFIRMED,See E.07092a.,BE,Brussels,Carmentis objectId 84096,"Photo examined (image 84095.jpg with both specimens; 84096.jpg exists, not viewed): unwrapped desiccated juvenile",UNKNOWN,OFFICIAL_DB; NATIONAL_PORTAL; IIIF,UNKNOWN,,2026-09-24,benelux_alpine
INST-BE-001-O007,INST-BE-001,Art & History Museum (Royal Museums of Art and History),E.09018,Momie de crocodile / Mummie van krokodil,Crocodile mummy,A,UNKNOWN,Egypte (lieu de production),Inconnue,UNKNOWN,UNKNOWN,"H x La x P: 4,8 cm, 5,5 cm (as printed; length not given)",Materials: Corde; Toile a bache en lin (Linum sp.),UNKNOWN,YES,YES,YES,YES,https://www.carmentis.be/eMP/eMuseumPlus?service=ExternalInterface&module=collection&lang=fr&objectId=86354,https://mpBruxellesMRAH.zetcom.com/MpWeb-mpBruxellesMRAH/images/86354.jpg,1,UNKNOWN (Carmentis copyright notice),UNKNOWN,UNKNOWN,Carmentis official DB [benelux_alpine],CONFIRMED,Not on Europeana. Classification A rests on external form in a single low-resolution photo.,BE,Brussels,Carmentis objectId 86354,"Photo examined (86354.jpg, b/w): elongated wrapped crocodile-shaped bundle with head (eye bulges), body and tapering tail, bound with cord; contents unknown",UNKNOWN,OFFICIAL_DB,UNKNOWN,,2026-09-24,benelux_alpine
INST-BR-001-O001,INST-BR-001,Museu Nacional (Universidade Federal do Rio de Janeiro),Nº 234,múmia de filhote de crocodilo,mummy of a crocodile hatchling,A,UNKNOWN,UNKNOWN; Alberto Childe's handwritten notebooks attribute 'Fayum' as probable origin of the crocodile hatchlings (per Santos & Locks 2005),"Greco-Roman period (Período Greco-Romano, per Santos & Locks 2005 fig. caption)","29,5 cm",UNKNOWN,UNKNOWN,"Hatchling crocodile mummy with complex wrapping: head in two linen layers; outer layer painted black with traces of decoration; three c. 1 cm bands at neck; body padded with vegetal fibres to reconstruct the animal's shape, covered by simple linen wrapping; tail in several linen layers with black bands (max. 2 cm wide); distal portion broken.",WHOLE,YES,UNKNOWN,UNKNOWN,UNKNOWN,http://static.recantodasletras.com.br/arquivos/2479979.pdf,"http://static.recantodasletras.com.br/arquivos/2479979.pdf (Figure 1 (photo, with Nº 268 and Nº 269))","Figure 1 (photo, with Nº 268 and Nº 269)",UNKNOWN,NO,"Santos, M. E. & Locks, M. 2005. Templos, crocodilos e múmias: ex-votos de Sobek da coleção do Museu Nacional. Revista Uniandrade (Especial História, Curitiba) 6(1): 29-48 (author reprint PDF); Kitchen, K. A. & Beltrão, M. C. 1990, Catálogo da Coleção do Egito Antigo existente no Museu Nacional, vol. 2, pp. 211, 230-232 (reproduces 1960 inventory; not seen)","Scholarly description of each specimen, studied first-hand by the authors (M. Locks, Setor de Arqueologia, Museu Nacional) from 1998 [rest_of_world]",PROBABLE,STATUS: object documented in the Museu Nacional in 1998-2005; the Egyptian collection was largely destroyed in the fire of 2 Sept 2018 (only c. 200 of >700 Egyptian items reported rescued by 2019); current survival of this crocodile mummy NOT verified (official page museunacional.ufrj.br could not be opened: TLS/503). Recorded PROBABLE for that reason; CONFIRMED as of 2005.,BR,Rio de Janeiro,UNKNOWN (1960 museum inventory number system; relation to Kitchen & Beltrão 1990 entries not verified),"description: 'única do acervo ... que apresenta um envoltório completo, disposto em camadas parcialmente conservadas'; wrapped hatchling with linen layers and vegetal-fibre padding; distal tail broken (3 tail pieces later found in box of Nº 274)","Nicolau Fiengo collection, purchased by Emperor D. Pedro I on 3 April 1827 and given to the Museu Real (per Santos & Locks 2005)",PEER_REVIEWED,UNKNOWN,,2026-09-24,rest_of_world
