institution_id,museum,city,country,official_collection_url,crocodile_mummies_confirmed,minimum_confirmed_objects,possible_additional_holdings,inventory_numbers_known,evidence_type,evidence_urls,scholarly_catalogue,online_images,image_license,api_available,iiif_available,confidence,date_checked,notes,x_museum_original_name,x_object_rows,x_object_rows_confirmed,x_stated_counts,x_api_url,x_iiif_url,x_agents
INST-CZ-001,Lešná Castle (Zoo and Castle Zlín-Lešná),Zlín (Lešná/Štípa),CZ,https://www.zoozlin.eu/prohlidky-zamku-lesna/,YES,1,"zlinsko-luhacovicko.cz (tourism) says a 'mumii mláděte krokodýla' is displayed in the Great Castle Library (candidate only, supports current presence)",1007,MONOGRAPH,http://fi.nm.cz/wp-content/uploads/2020/09/Strouhal-mumie-optimalizovano.pdf; https://www.zlinsko-luhacovicko.cz/misto/69/56-zamek-lesna-perla-uprostred-zoologicke-zahrady,UNKNOWN,NO,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,"Brought by Count Joseph Seilern from world trips 1929-31 (1979). 1979 lists holder as 'Zoo Park and Castle Lešná, distr. Gottwaldov'. Official zoo page mentions only 'egyptské mumie' generically.",Zámek Lešná – Zoo Zlín,1,1,1 (Strouhal & Vyhnánek 1979 Cat. 120) [central_east_europe],UNKNOWN,UNKNOWN,central_east_europe
INST-CZ-002,"National Museum – Náprstek Museum of Asian, African and American Cultures",Prague,CZ,https://www.nm.cz/naprstkovo-muzeum-asijskych-africkych-a-americkych-kultur/sbirka-starovekeho-predniho-vychodu-a-afriky,YES,11,"Blesk.cz 26 Aug 2019 (news, candidate only) on exhibition 'Na březích Nilu' mentions ~20 mummified young crocodiles; ČT24/Deník mention crocodile mummy/head on display. Not in eSbírky portal.","P 608; P 609; P 610 (P 610b, P 610c, P 610d, P 610e); P 614; P 2478; P 2492; P 2793; P 2797; P 610b; P 610c; P 610d; P 610e",MONOGRAPH; PEER_REVIEWED; OFFICIAL_CATALOGUE,http://fi.nm.cz/wp-content/uploads/2020/09/Strouhal-mumie-optimalizovano.pdf; https://publikace.nm.cz/en/file/2bcc701618423b77a01bf9ebf608da77/37287/ANNALS_43-02-2022_Blok_onderka_prikryl.pdf,"Strouhal & Vyhnánek 1979 (Sborník NM XXXV B), Cat. 103-110; Onderka & Přikryl 2022 (Annals of the Náprstek Museum 43/2)",NO,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,Egyptian antiquities not published in eSbírky (checked); sbirky.nm.cz returned proxy 502. Ongoing CT project 'Atlas of Egyptian Mummies in the Czech Collections' (vols I-II human; animal volume not found).,"Národní muzeum – Náprstkovo muzeum asijských, afrických a amerických kultur",11,11,"8 crocodile catalogue entries in 1979 (Cat. 103-110: P 608, P 609, P 610, P 614, P 2478, P 2492, P 2793, P 2797); P 610 bundle later split (P 610b-e crocodiles per 2022) (Strouhal & Vyhnánek 1979, pp. 130-132 and Table 1; Onderka & Přikryl 2022, p. 197) [central_east_europe]",UNKNOWN,UNKNOWN,central_east_europe
INST-CZ-003,Podlipanské Museum Český Brod,Český Brod,CZ,https://www.podlipanskemuzeum.cz/o-muzeu/sbirka-podlipanskeho-muzea/,YES,1,UNKNOWN,516,MONOGRAPH; OFFICIAL_WEBPAGE,http://fi.nm.cz/wp-content/uploads/2020/09/Strouhal-mumie-optimalizovano.pdf; https://www.podlipanskemuzeum.cz/o-muzeu/sbirka-podlipanskeho-muzea/,UNKNOWN,NO,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,"Josef Zounek (Mrzky) collection from Egypt; official page says trip 1910, 1979 catalogue says 'around 1900', given to museum 1930.",Podlipanské muzeum v Českém Brodě (Regionální muzeum v Kolíně),1,1,1 (Strouhal & Vyhnánek 1979 Cat. 116; official page 'dvě malé egyptské mumie (krokodýl a poštolka)') [central_east_europe],UNKNOWN,UNKNOWN,central_east_europe
INST-CZ-004,State Castle Kynžvart,Lázně Kynžvart,CZ,http://zamek-kynzvart.cz/cs/vice-o-zamku/zamecke-sbirky,YES,3,Kudy z nudy (tourism site) mentions 'mumiemi nilských krokodýlů' with the Metternich Egyptian collection (candidate only),3480; 3487; 3488 (KY 3776); 3488,MONOGRAPH,http://fi.nm.cz/wp-content/uploads/2020/09/Strouhal-mumie-optimalizovano.pdf,"Strouhal & Vyhnánek 1979, Cat. 117-119, Plate XXa, Fig. 114",NO,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,Metternich collection; Egyptian antiquities gift of Muhammad Ali 1826 (1979 Cat. 6 history). Official castle pages (checked) mention only the two human mummies; crocodile status based on 1979 radiological examination.,Státní zámek Kynžvart (Národní památkový ústav),3,3,"3 crocodile entries (Cat. 117-119) (Strouhal & Vyhnánek 1979, p. 133 and Table 1) [central_east_europe]",UNKNOWN,UNKNOWN,central_east_europe
INST-DE-007,"Dresden State Art Collections, Skulpturensammlung",Dresden,DE,UNKNOWN,YES,1,UNKNOWN,Aeg 736,NATIONAL_PORTAL; IIIF,https://www.europeana.eu/item/669/item_PAKHUFNRIOZHSSTBLWAQV37HLJHU5HXL; https://skd-online-collection.skd.museum/Details/Index/1296154; provider: https://skd-online-collection.skd.museum/Details/Index/1296154,UNKNOWN,YES,"Europeana edm:rights http://rightsstatements.org/vocab/InC/1.0/ | Europeana edm:rights http://rightsstatements.org/vocab/InC/1.0/; dc:rights Skulpturensammlung, Staatliche Kunstsammlungen Dresden",YES,YES,CONFIRMED,2026-09-24,"SKD online page responded 200, not parsed.","Staatliche Kunstsammlungen Dresden, Skulpturensammlung",1,1,UNKNOWN,Europeana dataset 669 (via Deutsche Digitale Bibliothek),https://iiif.europeana.eu/presentation/669/item_PAKHUFNRIOZHSSTBLWAQV37HLJHU5HXL/manifest,portals_europe
INST-DE-001,Gustav-Lübcke-Museum Hamm,Hamm,DE,https://westfalen.museum-digital.de/institution/36,YES,1,"School visit report (fer.schulnetz.hamm.de, 'Zwischen mumifizierten Krokodilen und Hieroglyphen') uses plural – candidate only; catalogue von Falck & Fluck 2004 may list more",1867,NATIONAL_PORTAL; OFFICIAL_API,https://global.museum-digital.org/object/174064; https://global.museum-digital.org/json/object/174064,"von Falck, M. & Fluck, C. 2004, Die Ägyptische Sammlung des Gustav-Lübcke-Museums Hamm, Bönen (ISBN 3-937390-33-2), pp. 64-65",YES,CC BY-NC-SA | CC BY-NC-SA (owner Gustav-Lübcke-Museum Hamm),YES,NO,CONFIRMED,2026-09-24,Own website www.museum-hamm.de has no collection DB; online collection via museum-digital:westfalen.,Gustav-Lübcke-Museum,1,1,UNKNOWN,https://global.museum-digital.org/json/object/174064,UNKNOWN,germany
INST-DE-002,Kulturhistorisches Museum Görlitz,Görlitz,DE,https://global.museum-digital.org/institution/626,YES,2,UNKNOWN,EK 102-1999-6; EK 102-1999-4,NATIONAL_PORTAL; OFFICIAL_API,https://global.museum-digital.org/object/1786299; https://global.museum-digital.org/object/1786298,UNKNOWN,YES,CC BY-NC-SA | CC BY-NC-SA (owner Kulturhistorisches Museum Görlitz),YES,NO,CONFIRMED,2026-09-24,Collection 'Archäologie international' / 'Ur- und Frühgeschichte'. Also a falcon mummy EK 196-1999-47. Dating field in records ('7099 BC') is an unusable placeholder. Institution id on museum-digital global: 626 (from JSON).,Kulturhistorisches Museum Görlitz,2,2,at least 8 crocodile mummies (EK 102-1999-6 = '7 mumifizierte kleine Krokodile mit Mumienbinde'; EK 102-1999-4 = 1 small unwrapped crocodile) (museum-digital records 1786299 and 1786298) [germany],https://global.museum-digital.org/json/object/1786299,UNKNOWN,germany
INST-DE-003,Museum August Kestner,Hannover,DE,https://nds.museum-digital.de/institution/46,YES,3,"Museum education programme 'Katzengöttin und Krokodilmumie – Tiere im Alten Ägypten' (hannover.de, search snippet only) suggests crocodile mummies are on display; no further individual objects found online","2010; 2911; 2010 und 2911 (two mummies, one record); 2010 und 2911",NATIONAL_PORTAL; OFFICIAL_API; IIIF,https://global.museum-digital.org/object/1727933; https://global.museum-digital.org/json/object/1727933; https://www.europeana.eu/item/714/item_COB2KDAXTU4JNOPGI4E2A226XPP2NW6D; https://nds.museum-digital.de/index.php?t=objekt&oges=80012; provider: https://nds.museum-digital.de/index.php?t=objekt&oges=80012,UNKNOWN,YES,CC BY-NC-SA | Europeana edm:rights http://creativecommons.org/licenses/by-nc-sa/4.0/ | CC BY-NC-SA (image creator Christian Tepper; owner Museum August Kestner) | Europeana edm:rights http://creativecommons.org/licenses/by-nc-sa/4.0/; dc:rights Museum August Kestner,YES,YES,CONFIRMED,2026-09-24,"Museum's online collection is published via museum-digital:niedersachsen. Two hatchling crocodile mummies (Fayum, 1st c. CE) in one record. | museum-digital page responded 200, not parsed.",Museum August Kestner,3,3,UNKNOWN,https://global.museum-digital.org/json/objects?s=... (museum-digital JSON API); Europeana dataset 714; museum-digital nds,https://iiif.europeana.eu/presentation/714/item_COB2KDAXTU4JNOPGI4E2A226XPP2NW6D/manifest,germany;portals_europe
INST-DE-004,Roemer- und Pelizaeus-Museum Hildesheim,Hildesheim,DE,https://rpmuseum.de/aegypten/,NO,0,"Zesch, S. (2015) 'Zwischen Diesseits und Jenseits. Objekte altägyptischer Grabausstattung und Tiermumien aus dem Roemer- und Pelizaeus-Museum Hildesheim' (academia.edu/researchgate, both 403 – not read) likely lists animal mummies incl. crocodiles with inventory numbers",UNKNOWN,OFFICIAL_WEBPAGE,https://rpmuseum.de/kinderzeit-osterferienprogramm-im-rpm/; https://www.uni-hildesheim.de/neuigkeiten/tiermumie-erwacht-museumsmagazin-von-jugendlichen-fuer-jugendliche/,"Zesch 2015 (see bibliography, CITATION_ONLY)",NO,UNKNOWN,NO,NO,PROBABLE,2026-09-24,"rpmuseum.de (children's programme 2026, Egyptian permanent exhibition): 'Von schnellen Spitzmäusen über neugierige Paviane bis zu abgetauchten Nilpferden und Mumien-Krokodilen'. Universität Hildesheim news 17.07.2012: pupil stands 'vor einer Vitrine im Roemer- und Pelizaeus-Museum (RPM) und blickt auf die Mumie des Krokodils'; 'Die Tiermumie ... stammt aus der Ptolemäerzeit'. No inventory number found; museum has no online collection DB; Global Egyptian Museum (101 RPM objects) has no crocodile. Upgrade to CONFIRMED once an inventory number is found (Zesch 2015).",Roemer- und Pelizaeus-Museum Hildesheim,0,0,UNKNOWN,UNKNOWN,UNKNOWN,germany
INST-DE-005,"Staatliche Kunstsammlungen Dresden, Skulpturensammlung",Dresden,DE,https://skd-online-collection.skd.museum/,YES,1,Some SKD objects are hidden online for ethical reasons ('Dieses Element wird wegen ethischer Bedenken nicht online gezeigt'); catalogue Gander & Loth 2022 no. 8 may include further animal mummies,Aeg 736,OFFICIAL_DB; NATIONAL_PORTAL; IIIF,https://skd-online-collection.skd.museum/Details/Index/1296154; https://api.deutsche-digitale-bibliothek.de/2/search/index/search/select?q=Krokodilmumie,"Gander, M. & Loth, M. 2022, Faszination Ägypten, Dresden, p. 77 no. 8 (a)",YES,Freier Zugang – Rechte vorbehalten (InC) | Freier Zugang – Rechte vorbehalten (SKD); DDB: http://rightsstatements.org/vocab/InC/1.0/,YES,YES,CONFIRMED,2026-09-24,"SKD Online Collection searches: Krokodil / Krokodil* (only 1 mummy: Aeg 736; others faience amulets, gems), Mumie (19 hits, 1 animal mummy = Aeg 736), Tiermumie 0. Object currently 'verliehen' (on loan).","Staatliche Kunstsammlungen Dresden, Skulpturensammlung (Antikensammlung/Ägyptische Sammlung)",1,1,UNKNOWN,https://api.deutsche-digitale-bibliothek.de/2/search/index/search/select (DDB); SKD site search https://skd-online-collection.skd.museum/Result?q=,"https://iiif.deutsche-digitale-bibliothek.de/image/2/f4f0b04d-a6e5-4160-a7ba-c08801c3103c/full/!800,800/0/default.jpg (via DDB)",germany
INST-DE-006,Staatliches Museum Ägyptischer Kunst,München,DE,https://sammlung.smaek.de/de,YES,1,"Museum policy: no mummies on display (ethics), so any crocodile mummies would be in storage and not online; none found","ÄS 6809 (mask, class E); ÄS 6809",OFFICIAL_WEBPAGE; SECONDARY,https://smaek.de/wp-content/uploads/2021/07/Maat-Ausgabe-11-Online.pdf; https://www.leben-in-luxor.de/luxor_lexikon_museen_smaek5.html,UNKNOWN,NO,UNKNOWN,YES,NO,CONFIRMED,2026-09-24,"CLASS E ONLY: holds a crocodile mummy mask (ÄS 6809); no crocodile mummy itself confirmed. Online collection (Fluxguide API) queried: Krokodil 14 hits (statuettes, amulets, model), Mumie 225, Tiermumie 0, Krokodilsmumie 0, 6809 0, Tiersarg 1 (ibis coffin ÄS 1383).",Staatliches Museum Ägyptischer Kunst (SMÄK),1,1,UNKNOWN,https://smaek-api.fluxguide.dev/content/v1/query (backend of sammlung.smaek.de; POST JSON),UNKNOWN,germany
INST-DK-002,National Museum of Denmark (Nationalmuseet),Copenhagen,DK,https://samlinger.natmus.dk/,YES,1,"AS 7464 'dyremumie' (unspecified animal mummy, objectId 6754); ethnographic collection (/es/) has human mummies only in keyword results","AAa133; AAa136; AAa137; AAa138; 330 (2 records); 15194; 15195; 4 unnumbered ('unr', objectIds 31325-31328)",OFFICIAL_DB; OFFICIAL_API,https://samlinger.natmus.dk/api/objectbrowse?keyword=krokodillemumie; https://samlinger.natmus.dk/as/object/16144; https://samlinger.natmus.dk/as/object/14618,UNKNOWN,NO,UNKNOWN (image assets 404),YES,NO,CONFIRMED,2026-09-24,"Crocodile mummies incl. hatchlings from Kom Ombo (15194) and el-Maabda (15195), accession 1977; AAa133-138 accessioned 1862-63; 330 accessioned 1870. api.natmus.dk fails TLS/403.","Nationalmuseet, Antiksamlingen",0,0,UNKNOWN,https://samlinger.natmus.dk/api/objectbrowse?keyword=<term>&from=<n>,UNKNOWN,nordic_baltic
INST-DK-001,"National Museum of Denmark (Nationalmuseet), Collection of Classical and Near Eastern Antiquities",Copenhagen,DK,UNKNOWN,YES,11,UNKNOWN,AAa137; 330; AAa136; AAa133; AAa138; 15194; 15195,OFFICIAL_DB; OFFICIAL_API,https://samlinger.natmus.dk/as/object/16144; https://samlinger.natmus.dk/as/object/319; https://samlinger.natmus.dk/as/object/42020; https://samlinger.natmus.dk/as/object/31328; https://samlinger.natmus.dk/as/object/16143; https://samlinger.natmus.dk/as/object/31325; https://samlinger.natmus.dk/as/object/31326; https://samlinger.natmus.dk/as/object/31327; https://samlinger.natmus.dk/as/object/16140; https://samlinger.natmus.dk/as/object/16145; https://samlinger.natmus.dk/as/object/14617; https://samlinger.natmus.dk/as/object/14618,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,2026-09-24,UNKNOWN,UNKNOWN,11,11,UNKNOWN,UNKNOWN,UNKNOWN,nordic_baltic
INST-EG-008,"Akoris archaeological site, Chapel E storeroom (Akoris Archaeological Project, Nagoya University / Paleological Association of Japan; Ministry of Tourism and Antiquities)",Tehna el-Gebel (Minya Governorate),EG,UNKNOWN,YES,1,Abou-Seif (1926) sent Akoris crocodile mummies/coffins to the Egyptian Museum Cairo and left those 'deemed unnecessary for the Cairo Museum' in Chapel E,UNKNOWN,PEER_REVIEWED,https://www.jstage.jst.go.jp/article/orient/61/0/61_109/_pdf/-char/en; https://doi.org/10.5356/orient.61.109,UNKNOWN,NO,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,"Site store, not a museum: 'Currently (in 2024) the crocodile mummies in Akoris are kept inside Chapel E (Shimizu forthcoming)'. Iron-gated storage room.","Tehna el-Gebel (Akoris), Western Temple complex, Chapel E",0,0,"UNKNOWN ('numerous crocodile mummies' from Chapel D found by Abou-Seif 1926) (Shimizu 2026, Orient 61: 109-125) [toponyms]",UNKNOWN,UNKNOWN,toponyms
INST-EG-001,"Akoris (Tehna el-Gebel) archaeological site – Chapel E storeroom, Western Temple (MoTA; Paleological Association of Japan mission)","Tehna el-Gebel, Minya Governorate",EG,UNKNOWN,YES,1,Crocodile coffins relocated by Abou-Seif 1926 into Chapel E; japanese web report (isan-no-sekai.jp 8208) photo of a crocodile mummy placed in the rock-cut temple; 'several crocodiles over 3.5 m' found in the temple,UNKNOWN,PEER_REVIEWED,https://www.jstage.jst.go.jp/article/orient/61/0/61_109/_article; https://www.isan-no-sekai.jp/report/8208,Shimizu forthcoming (Chapel E cleaning 2024); Abou-Seif 1926 ASAE 26: 32-38; Paleological Association of Japan 1995 (Akoris report),YES,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,"On-site storeroom, not a museum. Shimizu 2026: 'Currently (in 2024) the crocodile mummies in Akoris are kept inside Chapel E'; Abou-Seif (1926) relocated there crocodile mummies and coffins 'deemed unnecessary for the Cairo Museum'; iron gate installed, second room became storage. Part of the Akoris crocodile mummies went to the Egyptian Museum Cairo (see EMC basement page: 'Mummies of crocodiles ... from Japanese expedition at Tehna el-Gabal').",تهنا الجبل (أكوريس) / アコリス遺跡,1,1,UNKNOWN,UNKNOWN,UNKNOWN,egypt
INST-EG-002,"Crocodile Museum, Kom Ombo",Kom Ombo (Aswan Governorate),EG,https://egymonuments.gov.eg/en/museums/crocodile-museum,YES,2,"Crocodile fetuses/embryos, eggs (brochure: 'Crocodile mummies include crocodile eggs and embryos, small and large crocodiles' from al-Shutb); model eyes and gold/ivory teeth (replicas). Pottery coffins from el-Shatb cemetery (tomb model).",UNKNOWN,OFFICIAL_WEBPAGE,https://egymonuments.gov.eg/en/museums/crocodile-museum; https://egymonuments.gov.eg/ar/museums/crocodile-museum; https://egymonuments.gov.eg/media/8055/crocodile-en-web.pdf,"UNKNOWN (no catalogue found). El-Shatb excavations by Egyptian Antiquities Organization 1965-68, 1971-83 reported only in secondary web sources so far",YES,"UNKNOWN (MoTA brochure photos, no licence stated)",NO,NO,CONFIRMED,2026-09-24,"Opened 2012 next to Kom Ombo temple. MoTA text (EN/AR): 'Its main exhibition hall displays the mummified mummies of Nile crocodiles' / 'تعرض قاعة العرض الرئيسية بالمتحف مومياوات مُحنطة لتماسيح النيل'. MoTA brochure p. 2 photos: a large linen-wrapped crocodile mummy with lattice bandaging plus smaller wrapped ones, and a row of large unwrapped mummies. A web-search summary attributed the sentence 'A selection of the surviving crocodile mummies from Kom Ombo are on display in the new Crocodile Museum near the temple that opened in 2012' to a scholarly source, but it is NOT in De Cupere et al. 2023 (full text checked) – origin unverified. No individual inventory numbers published online; no object rows created.",متحف التمساح بكوم أمبو,2,2,UNKNOWN,UNKNOWN,UNKNOWN,egypt
INST-EG-003,"Egyptian Museum, Cairo",Cairo,EG,https://egyptianmuseumcairo.eg/,YES,5,"Basement: official page states boxes of 'Mummies of crocodiles' from the Japanese expedition at Tehna el-Gabal (Akoris) are stored in the basement (https://egyptianmuseumcairo.eg/the-basement-of-the-egyptian-museum/). Ikram & Iskander 2002 CG 'Non-human mummies' (print, not seen) likely re-catalogues crocodiles. Popular sources (Archaeology magazine 2004, Ikram) mention an ~18-ft crocodile with a baby crocodile in its mouth (candidate only). Ikram 2005 (Divine Creatures, pp. 16-43) cited by De Cupere et al. 2023 for evisceration in 'two sacred crocodiles from the Cairo Museum collection'.",CG 29578; CG 29579-29585 (eggs); CG 29628; CG 29629; CG 29630; CG 29710-29720; CG 29813; CG 29814; CG 29815 (JE 26485); CG 29816; CG 29816bis; CG 29714 = JE 28373; CG 29579; CG 29580; CG 29581; CG 29582; CG 29583; CG 29584; CG 29585; CG 29710; CG 29711; CG 29712; CG 29713; CG 29714; CG 29715; CG 29716; CG 29717; CG 29718; CG 29719; CG 29720; CG 29815; CG 29816 bis,OFFICIAL_WEBPAGE; OFFICIAL_CATALOGUE; PEER_REVIEWED; MONOGRAPH,https://egyptianmuseumcairo.eg/artefacts/mummies-of-the-big-nile-crocodile/; https://egyptianmuseumcairo.eg/the-basement-of-the-egyptian-museum/; https://archive.org/details/lafaunemomifie00gail; https://doi.org/10.1016/j.jasrep.2020.102483; https://par.nsf.gov/servlets/purl/10511480; https://rivista.museoegizio.it/article/its-a-wrap-bandaging-patterns-on-animal-mummies-from-ancient-egypt/,"Gaillard & Daressy 1905 (CG 29501-29733, 29751-29834); Ikram & Iskander 2002 (CG Non-human mummies, not seen) | Gaillard & Daressy 1905 (Catalogue général, La faune momifiée de l'antique Égypte); Ikram & Iskander 2002 (Catalogue général, Non-Human Mummies) - CG number ranges to be verified",YES,"UNKNOWN (site footer: 'Copyright © 2026 The Egyptian Museum'); 1905 catalogue plates public domain scan (archive.org, NOT_IN_COPYRIGHT) | public domain scan (archive.org NOT_IN_COPYRIGHT) | UNKNOWN (site: Copyright © 2026 The Egyptian Museum)",NO,NO,CONFIRMED,2026-09-24,"Official artefact page 'Mummies of the big Nile crocodile (Crocodilus niloticus)', Gallery 53 – Upper Floor, with photo of two large largely unwrapped bitumen-coated crocodile mummies. The 1905 CG entries are recorded individually as PROBABLE (catalogue >100 years old; some objects may have been transferred e.g. to NMEC/GEM/Kom Ombo Crocodile Museum - not verified). No online collection database. | Some objects may have moved to NMEC or GEM; egypt agent to verify.","المتحف المصري بالقاهرة (Musée égyptien du Caire); المتحف المصري (Egyptian Museum, Tahrir)",29,5,UNKNOWN,UNKNOWN (WordPress REST API exists but artefact post type not exposed; no collection API),UNKNOWN,egypt;literature
INST-EG-004,"Graeco-Roman Museum, Alexandria",Alexandria,EG,https://egymonuments.gov.eg/en/museums/graeco-roman-museum,YES,2,"Arabic news (youm7 2025-05-18 via search snippet, candidate-only): reconstructed 'Crocodile Temple' inside the museum with 'مومياء لتمساح يتوسط المدخل' (a crocodile mummy in the middle of the entrance). Maspero.eg (state media, 2023-10-22) confirms only that the Crocodile Temple model was moved from the garden inside the museum (reopened Oct 2023). | Breccia's 1912-13 Theadelphia (Batn Ihrit) finds from the Pnepheros temple; further crocodile mummies possible","Theadelphia wooden litter inv. 19679–19681 (per Shimizu 2026 n. 5 citing Kockelmann 2017, 614–615, Taf. 72, 77–78); crocodile mummy's own number UNKNOWN; Wooden litter(s) from temple of Pnepheros, Theadelphia: inv. 19679-19681 (per Kockelmann 2017, cited by Shimizu 2026); crocodile mummy on wooden litter photographed 2024 (inv. not given)",PEER_REVIEWED; OFFICIAL_CATALOGUE,https://www.jstage.jst.go.jp/article/orient/61/0/61_109/_article; https://archive.org/details/McGillLibrary-rbsc_alexandrea-aegyptum_DT73A4B72131922-18824; https://egymonuments.gov.eg/en/museums/graeco-roman-museum; https://www.jstage.jst.go.jp/article/orient/61/0/61_109/_pdf/-char/en,"Breccia 1922 guide (Room 9); Kockelmann 2017 (Ägyptologische Abhandlungen 74), 614–615, Taf. 72, 77–78 (not seen); Shimizu 2026, Orient 61, Fig. 5b | Kockelmann, H. 2017. Der Herr der Seen, Sümpfe und Flußläufe (ÄA 74), pp. 614-615, Taf. 72, 77-78; Breccia 1926, Teadelfia e il tempio di Pneferos",YES,"UNKNOWN (Shimizu 2026 Fig. 5b, © Society for Near Eastern Studies in Japan) | UNKNOWN (© Society for Near Eastern Studies in Japan)",NO,NO,CONFIRMED,2026-09-24,"Shimizu 2026 (Orient 61: 109-125) Fig. 5b: 'Example of a crocodile mummy on a wooden litter (Graeco-Roman Museum, Alexandria; photograph by the author, 2024)' – confirms a crocodile mummy on display in 2024. Breccia 1922 (museum guide, Room 9): 'On the litter is the mummy of a crocodile. The wooden case and the litter were discovered in the temple of Theadelphia'. Provenance of the mummy itself not explicitly stated. Current MoTA page (EN/AR) says nothing about crocodiles. | Shimizu 2026 (Orient 61), Fig. 5b: 'Example of a crocodile mummy on a wooden litter (Graeco-Roman Museum, Alexandria; photograph by the author, 2024)'. Theadelphia reverse lookup.",المتحف اليوناني الروماني بالإسكندرية,2,2,UNKNOWN,UNKNOWN,UNKNOWN,egypt;toponyms
INST-EG-005,"Mummification Museum, Luxor",Luxor,EG,https://egymonuments.gov.eg/museums/mummification-museum/,NO,0,"Arabic news (candidate-only, via search snippets: youm7 2023-11-04, al-ain, elbalad) mention 'مومياء تمساح حديث الولادة' (mummy of a newborn crocodile).",UNKNOWN,SECONDARY,https://sis.gov.eg/en/egypt/tourism/cultural-tourism/museums/the-mummification-museum/; https://egymonuments.gov.eg/museums/mummification-museum/,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,PROBABLE,2026-09-24,"Egyptian State Information Service (official government portal, not the museum's own domain) states: 'The museum also displays a number of human mummies and a group of animal mummies, such as: crocodiles; cats; and fish.' and 'In the hall there are also a number of mummified animals ... such as: the ram; the cat; the ibis; the crocodile; and the monkey.' MoTA egymonuments page only says embalming was applied to animals '(Cats, dogs, crocodiles…. etc.)' – generic, not a holding statement. No object-level data online. sis.gov.eg required adding the missing Sectigo intermediate certificate (chain incomplete); beta.sis.gov.eg Arabic page blocked by WAF.",متحف التحنيط بالأقصر,0,0,UNKNOWN,UNKNOWN,UNKNOWN,egypt
INST-EG-006,"Qubbat al-Hawa Project (Universidad de Jaén) – on-site store, tomb QH34ll",Aswan (West Bank),EG,UNKNOWN,YES,10,UNKNOWN,"Excavation nos. crocodile #1, #3, #4, #5, #6, #7, #8, #9, #10, #11 (#2 merged with #4)",PEER_REVIEWED; EXCAVATION_REPORT,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279137,De Cupere et al. 2023,YES,CC BY 4.0 (article) | CC BY 4.0 (article figures),NO,NO,CONFIRMED,2026-09-24,Holding = on-site storage at Qubbat al-Hawa under MoTA / Spanish (Jaén) mission: 'The crocodile finds from tomb QH34ll have been studied on site and are also currently stored there.' Not a museum; status as of analysis in spring 2022.,"Proyecto Qubbet el-Hawa, Universidad de Jaén / قبة الهوا (أسوان)",10,10,"10 individuals (5 more or less complete bodies, 5 heads) (De Cupere et al. 2023, PLOS ONE 18(1): e0279137, abstract and 'Description of the finds') [egypt]",UNKNOWN,UNKNOWN,egypt
INST-EG-007,Sharm el-Sheikh Museum,Sharm el-Sheikh,EG,UNKNOWN,YES,1,UNKNOWN,UNKNOWN,PEER_REVIEWED,https://par.nsf.gov/servlets/purl/10511480; https://mdpi-res.com/d_attachment/heritage/heritage-08-00415/article_deploy/heritage-08-00415.pdf,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,2026-09-24,"Two scholarly mentions: Hekkala et al. 2022 p.5 (crocodile with hatchlings on back, no number, probably Saqqara) and Pubblico 2025 Heritage 8:415 (crocodile mummy 'kept at the Sharm El-Sheikh Museum of Antiquities' with concentric-square bandage pattern, described in detail). No inventory numbers.",UNKNOWN,2,1,UNKNOWN,UNKNOWN,UNKNOWN,literature
