date,country,language,database_or_search_engine,query,institution_checked,result,notes,x_agent
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",krokodilungar,UNKNOWN,26 hits (fetched 26); crocodile-mummy objects: The Museum of Mediterranean and Near Eastern Antiquities x24; Bohuslän Museum x1,raw: work/agents/portals_europe/raw/europeana_q_krokodilungar.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",krokodilunge,UNKNOWN,30 hits (fetched 30); crocodile-mummy objects: The Museum of Mediterranean and Near Eastern Antiquities x24; Malmö Museum x1,raw: work/agents/portals_europe/raw/europeana_q_krokodilunge.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",krokodyl AND mumia,UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/europeana_q_krokodyl_and_mumia.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",krokotiili AND muumio,UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/europeana_q_krokotiili_and_muumio.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",Manfalut,UNKNOWN,1 hits (fetched 1); crocodile-mummy objects: Bohuslän Museum x1,raw: work/agents/portals_europe/raw/europeana_q_manfalut.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)","""momia de cocodrilo""",UNKNOWN,1 hits (fetched 1); crocodile-mummy objects: National Archaeological Museum x1,raw: work/agents/portals_europe/raw/europeana_q_momia_de_cocodrilo.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)","""momie de crocodile""",UNKNOWN,"1 hits (fetched 1); crocodile-mummy objects: Royal Museums of Art and History, Brussels x1",raw: work/agents/portals_europe/raw/europeana_q_momie_de_crocodile.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)","""mumia krokodyla""",UNKNOWN,1 hits (fetched 1); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/europeana_q_mumia_krokodyla.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)","""mumie krokodýla""",UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/europeana_q_mumie_krokod_la.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",mumifierad krokodil,UNKNOWN,26 hits (fetched 26); crocodile-mummy objects: The Museum of Mediterranean and Near Eastern Antiquities x24; Malmö Museum x1,raw: work/agents/portals_europe/raw/europeana_q_mumifierad_krokodil.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)","""mumifiziertes Krokodil""",UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/europeana_q_mumifiziertes_krokodil.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)","""mummia di coccodrillo""",UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/europeana_q_mummia_di_coccodrillo.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",mummified crocodile,UNKNOWN,45 hits (fetched 45); crocodile-mummy objects: The Museum of Mediterranean and Near Eastern Antiquities x38; Fine Arts Museum Vienna x2; Bohuslän Museum x1; Malmö Museum x1,raw: work/agents/portals_europe/raw/europeana_q_mummified_crocodile.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",Sobek,UNKNOWN,288 hits (fetched 288); crocodile-mummy objects: Fine Arts Museum Vienna x2; August Kestner Museum x1; National Archaeological Museum x1; Bohuslän Museum x1,raw: work/agents/portals_europe/raw/europeana_q_sobek.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",Sobek mummy,UNKNOWN,6 hits (fetched 6); crocodile-mummy objects: Fine Arts Museum Vienna x2; August Kestner Museum x1; Bohuslän Museum x1,raw: work/agents/portals_europe/raw/europeana_q_sobek_mummy.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",Souchos,UNKNOWN,1 hits (fetched 1); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/europeana_q_souchos.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",Suchos,UNKNOWN,3 hits (fetched 3); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/europeana_q_suchos.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",Tebtunis,UNKNOWN,9 hits (fetched 9); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/europeana_q_tebtunis.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",Tebtunis crocodile,UNKNOWN,1 hits (fetched 1); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/europeana_q_tebtunis_crocodile.json,portals_europe
2026-09-24,EU,multi,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo, rows=100, cursor pagination)",Tiermumie AND Krokodil,UNKNOWN,6 hits (fetched 6); crocodile-mummy objects: Fine Arts Museum Vienna x5,raw: work/agents/portals_europe/raw/europeana_q_tiermumie_and_krokodil.json,portals_europe
2026-09-24,EU,el,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo)",κροκόδειλος AND μούμια,UNKNOWN,0 hits,raw file slug collided with Russian query (both 0 hits),portals_europe
2026-09-24,EU,sv,"Europeana Search API (api.europeana.eu/record/v2/search.json, wskey=api2demo)","krokodilmumie (lower-case, sv/da/no form)",UNKNOWN,1 hit (same record as 'Krokodilmumie': SKD Dresden Aeg 736),raw file shared with 'Krokodilmumie' (case-insensitive slug),portals_europe
2026-09-24,SE,multi,K-samsök / Kringla API (kulturarvsdata.se/ksamsok/api method=search),"text=""crocodile"" AND text=""mummy""",UNKNOWN,31 hits (fetched 31); crocodile-mummy objects: Statens museer för världskultur - Medelhavsmuseet x23,Medelhavsmuseet count includes record 3011830 (MME 1961:263 = same object as MM 18414). raw: work/agents/portals_europe/raw/ksamsok_q_text_crocodile_and_text_mummy.json,portals_europe
2026-09-24,SE,multi,K-samsök / Kringla API (kulturarvsdata.se/ksamsok/api method=search),"text=""krokodil"" AND text=""Egypten""",UNKNOWN,72 hits (fetched 72); crocodile-mummy objects: Statens museer för världskultur - Medelhavsmuseet x23; Malmö Museer x1; Bohusläns museum x1,Medelhavsmuseet count includes record 3011830 (MME 1961:263 = same object as MM 18414). raw: work/agents/portals_europe/raw/ksamsok_q_text_krokodil_and_text_egypten.json,portals_europe
2026-09-24,SE,multi,K-samsök / Kringla API (kulturarvsdata.se/ksamsok/api method=search),"text=""krokodil"" AND text=""mumie""",UNKNOWN,25 hits (fetched 25); crocodile-mummy objects: Statens museer för världskultur - Medelhavsmuseet x23; Bohusläns museum x1,Medelhavsmuseet count includes record 3011830 (MME 1961:263 = same object as MM 18414). raw: work/agents/portals_europe/raw/ksamsok_q_text_krokodil_and_text_mumie.json,portals_europe
2026-09-24,SE,multi,K-samsök / Kringla API (kulturarvsdata.se/ksamsok/api method=search),"text=""krokodil"" AND text=""mumifierad""",UNKNOWN,15 hits (fetched 15); crocodile-mummy objects: Statens museer för världskultur - Medelhavsmuseet x12; Malmö Museer x1; Bohusläns museum x1,Medelhavsmuseet count includes record 3011830 (MME 1961:263 = same object as MM 18414). raw: work/agents/portals_europe/raw/ksamsok_q_text_krokodil_and_text_mumifierad.json,portals_europe
2026-09-24,SE,multi,K-samsök / Kringla API (kulturarvsdata.se/ksamsok/api method=search),"text=""krokodilmumie""",UNKNOWN,1 hits (fetched 1); crocodile-mummy objects: Bohusläns museum x1,Medelhavsmuseet count includes record 3011830 (MME 1961:263 = same object as MM 18414). raw: work/agents/portals_europe/raw/ksamsok_q_text_krokodilmumie.json,portals_europe
2026-09-24,SE,multi,K-samsök / Kringla API (kulturarvsdata.se/ksamsok/api method=search),"text=""krokodilungar""",UNKNOWN,24 hits (fetched 24); crocodile-mummy objects: Statens museer för världskultur - Medelhavsmuseet x12; Malmö Museer x1; Bohusläns museum x1,Medelhavsmuseet count includes record 3011830 (MME 1961:263 = same object as MM 18414). raw: work/agents/portals_europe/raw/ksamsok_q_text_krokodilungar.json,portals_europe
2026-09-24,SE,multi,K-samsök / Kringla API (kulturarvsdata.se/ksamsok/api method=search),"text=""krokodilunge""",UNKNOWN,24 hits (fetched 24); crocodile-mummy objects: Statens museer för världskultur - Medelhavsmuseet x12; Malmö Museer x1; Bohusläns museum x1,Medelhavsmuseet count includes record 3011830 (MME 1961:263 = same object as MM 18414). raw: work/agents/portals_europe/raw/ksamsok_q_text_krokodilunge.json,portals_europe
2026-09-24,SE,multi,K-samsök / Kringla API (kulturarvsdata.se/ksamsok/api method=search),"text=""mumifierad krokodil""",UNKNOWN,836 hits (fetched 836); crocodile-mummy objects: Statens museer för världskultur - Medelhavsmuseet x23; Malmö Museer x1; Bohusläns museum x1,Medelhavsmuseet count includes record 3011830 (MME 1961:263 = same object as MM 18414). raw: work/agents/portals_europe/raw/ksamsok_q_text_mumifierad_krokodil.json,portals_europe
2026-09-24,SE,multi,K-samsök / Kringla API (kulturarvsdata.se/ksamsok/api method=search),"text=""Sobek""",UNKNOWN,5 hits (fetched 5); crocodile-mummy objects: Bohusläns museum x1,Medelhavsmuseet count includes record 3011830 (MME 1961:263 = same object as MM 18414). raw: work/agents/portals_europe/raw/ksamsok_q_text_sobek.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",crocodile mummy,UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/dimu_q_crocodile_mummy.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",djurmumie,UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/dimu_q_djurmumie.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",dyremumie,UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/dimu_q_dyremumie.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",Kom Ombo,UNKNOWN,15 hits (fetched 15); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/dimu_q_kom_ombo.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",krokodil,UNKNOWN,"138 hits (fetched 138); crocodile-mummy records (owner codes: S-BM=Bohusläns museum, KHMUIO-E=KHM Oslo, UMUIB-F=Bergen photos): S-BM x1",raw: work/agents/portals_europe/raw/dimu_q_krokodil.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",krokodil mumie,UNKNOWN,"2 hits (fetched 2); crocodile-mummy records (owner codes: S-BM=Bohusläns museum, KHMUIO-E=KHM Oslo, UMUIB-F=Bergen photos): S-BM x1",raw: work/agents/portals_europe/raw/dimu_q_krokodil_mumie.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",krokodille,UNKNOWN,"164 hits (fetched 164); crocodile-mummy records (owner codes: S-BM=Bohusläns museum, KHMUIO-E=KHM Oslo, UMUIB-F=Bergen photos): UMUIB-F x2; KHMUIO-E x1",raw: work/agents/portals_europe/raw/dimu_q_krokodille.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",krokodille mumie,UNKNOWN,"3 hits (fetched 3); crocodile-mummy records (owner codes: S-BM=Bohusläns museum, KHMUIO-E=KHM Oslo, UMUIB-F=Bergen photos): UMUIB-F x2; KHMUIO-E x1",raw: work/agents/portals_europe/raw/dimu_q_krokodille_mumie.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",krokodillemumie,UNKNOWN,"1 hits (fetched 1); crocodile-mummy records (owner codes: S-BM=Bohusläns museum, KHMUIO-E=KHM Oslo, UMUIB-F=Bergen photos): KHMUIO-E x1",raw: work/agents/portals_europe/raw/dimu_q_krokodillemumie.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",krokodilleunge,UNKNOWN,2 hits (fetched 2); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/dimu_q_krokodilleunge.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",krokodilmumie,UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/dimu_q_krokodilmumie.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",krokodilunge,UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/dimu_q_krokodilunge.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",mumificeret krokodille,UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/dimu_q_mumificeret_krokodille.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",mumifierad krokodil,UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/dimu_q_mumifierad_krokodil.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",mumifisert krokodille,UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/dimu_q_mumifisert_krokodille.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",mummified crocodile,UNKNOWN,0 hits (fetched 0); 0 crocodile-mummy objects,raw: work/agents/portals_europe/raw/dimu_q_mummified_crocodile.json,portals_europe
2026-09-24,NO,multi,"DigitaltMuseum DiMu Solr API (api.dimu.org/api/solr/select, api.key=demo; SE+NO instances)",Sobek,UNKNOWN,"1 hits (fetched 1); crocodile-mummy records (owner codes: S-BM=Bohusläns museum, KHMUIO-E=KHM Oslo, UMUIB-F=Bergen photos): S-BM x1",raw: work/agents/portals_europe/raw/dimu_q_sobek.json,portals_europe
2026-09-24,NL,nl,"Collectie Nederland API (data.collectienederland.nl/api/search/v2, rows=20)",krokodillenmummie,UNKNOWN,"4 hits (3 fetched): Museon 8258; RMO F 1998/11.3, AMM 16h",raw/cn_q_krokodillenmummie.json,portals_europe
2026-09-24,NL,nl,Collectie Nederland API,krokodil mummie,UNKNOWN,"11 hits (10 fetched): RMO AMM 16a, 16g, 16h, 16i, 16k, CI 260; Museon 8258; excluded RMO F 1969/2.10 (statuette), req.34 (replica)",raw/cn_q_krokodil_mummie.json,portals_europe
2026-09-24,NL,nl,Collectie Nederland API,krokodil dierenmummie,UNKNOWN,"6 hits (5 fetched): RMO AMM 16g, 16h, 16i, 16k, CI 260",raw/cn_q_krokodil_dierenmummie.json,portals_europe
2026-09-24,NL,multi,Collectie Nederland API,mummie van een krokodil; krokodil (1169 hits); crocodile mummy; mummified crocodile; Krokodilmumie; momie de crocodile; Sobek; Kom Ombo; Fayum krokodil; dierenmummie,UNKNOWN,NOT COMPLETED - API returned 'rate_limited' (advises OAI-PMH); no results captured,resume via OAI-PMH /api/oai-pmh?verb=ListRecords&metadataPrefix=edm&set=<collection>,portals_europe
2026-09-24,SE,sv,Malmö Museer Carlotta (carlotta.malmo.se),object 21265,Malmö Museer,site down for planned maintenance; used K-samsök RDF instead,UNKNOWN,portals_europe
2026-09-24,NL,nl,rmo.nl collectiezoeker (curl + WebFetch),object 21747 (AMM 16a),Rijksmuseum van Oudheden,403 Forbidden,UNKNOWN,portals_europe
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",crocodile,"National Museum of Natural History, Smithsonian Institution","136 hits, all 136 retrieved; crocodile mummies: A74579-0 Mummied Crocodile",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",crocodile mummy,"National Museum of Natural History, Smithsonian Institution","1 hits, all 1 retrieved; crocodile mummies: A74579-0 Mummied Crocodile",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",mummied crocodile,"National Museum of Natural History, Smithsonian Institution","1 hits, all 1 retrieved; crocodile mummies: A74579-0 Mummied Crocodile",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",mummified crocodile,"National Museum of Natural History, Smithsonian Institution","0 hits, all 0 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",crocodiles,"National Museum of Natural History, Smithsonian Institution","0 hits, all 0 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",Crocodylus,"National Museum of Natural History, Smithsonian Institution","0 hits, all 0 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",Sobek,"National Museum of Natural History, Smithsonian Institution","0 hits, all 0 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",reptile mummy,"National Museum of Natural History, Smithsonian Institution","0 hits, all 0 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",mummified reptiles,"National Museum of Natural History, Smithsonian Institution","1 hits, all 1 retrieved; crocodile mummies: AT5604-0 Mummified Reptiles",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",animal mummy,"National Museum of Natural History, Smithsonian Institution","29 hits, all 29 retrieved; crocodile mummies: AT5604-0 Mummified Reptiles, A74579-0 Mummied Crocodile",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",Kom Ombo,"National Museum of Natural History, Smithsonian Institution","1 hits, all 1 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",Fayum,"National Museum of Natural History, Smithsonian Institution","171 hits, all 171 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",Samoun,"National Museum of Natural History, Smithsonian Institution","0 hits, all 0 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",Maabdeh,"National Museum of Natural History, Smithsonian Institution","0 hits, all 0 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH anth collections DB backend (collections.nmnh.si.edu/search/anth/search.php, qtype=1 keyword)",Manfalut,"National Museum of Natural History, Smithsonian Institution","0 hits, all 0 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH herps collections DB backend (collections.nmnh.si.edu/search/herps/search.php, qtype=1 keyword)",Crocodylus mummy,"National Museum of Natural History, Smithsonian Institution","0 hits, all 0 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH herps collections DB backend (collections.nmnh.si.edu/search/herps/search.php, qtype=1 keyword)",mummy,"National Museum of Natural History, Smithsonian Institution","0 hits, all 0 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH herps collections DB backend (collections.nmnh.si.edu/search/herps/search.php, qtype=1 keyword)",mummified,"National Museum of Natural History, Smithsonian Institution","0 hits, all 0 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH herps collections DB backend (collections.nmnh.si.edu/search/herps/search.php, qtype=1 keyword)",Egypt Crocodylus,"National Museum of Natural History, Smithsonian Institution","1 hits, all 1 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,"NMNH herps collections DB backend (collections.nmnh.si.edu/search/herps/search.php, qtype=1 keyword)",Crocodylus niloticus,"National Museum of Natural History, Smithsonian Institution","46 hits, all 46 retrieved; crocodile mummies: none",full enumeration; raw/nmnh_query_stats.json,portals_world
2026-09-24,US,en,Cleveland Museum of Art Open Access API (openaccess-api.clevelandart.org/api/artworks/?q=&limit=1000),crocodile,Cleveland Museum of Art,"43 hits, 43 retrieved; 0 crocodile mummies; only mumm+croc text match is 1969.118 Apis Bull (sculpture)",raw/cma_aic_results.json,portals_world
2026-09-24,US,en,Cleveland Museum of Art Open Access API (openaccess-api.clevelandart.org/api/artworks/?q=&limit=1000),crocodile mummy,Cleveland Museum of Art,"0 hits, 0 retrieved; 0 crocodile mummies",raw/cma_aic_results.json,portals_world
2026-09-24,US,en,Cleveland Museum of Art Open Access API (openaccess-api.clevelandart.org/api/artworks/?q=&limit=1000),mummified crocodile,Cleveland Museum of Art,"1 hits, 1 retrieved; 0 crocodile mummies; only mumm+croc text match is 1969.118 Apis Bull (sculpture)",raw/cma_aic_results.json,portals_world
2026-09-24,US,en,Cleveland Museum of Art Open Access API (openaccess-api.clevelandart.org/api/artworks/?q=&limit=1000),Sobek,Cleveland Museum of Art,"0 hits, 0 retrieved; 0 crocodile mummies",raw/cma_aic_results.json,portals_world
2026-09-24,US,en,Cleveland Museum of Art Open Access API (openaccess-api.clevelandart.org/api/artworks/?q=&limit=1000),animal mummy,Cleveland Museum of Art,"0 hits, 0 retrieved; 0 crocodile mummies",raw/cma_aic_results.json,portals_world
2026-09-24,US,en,Cleveland Museum of Art Open Access API (openaccess-api.clevelandart.org/api/artworks/?q=&limit=1000),mummy,Cleveland Museum of Art,"58 hits, 58 retrieved; 0 crocodile mummies",raw/cma_aic_results.json,portals_world
2026-09-24,US,en,"Art Institute of Chicago API (POST api.artic.edu/api/v1/artworks/search, ES query_string)",(crocodile OR Sobek OR crocodil*) AND mumm*,Art Institute of Chicago,"0 hits (all retrieved); 0 crocodile mummies (crocodile hits = amulets, Sobek statuette 1894.260, prints)",plain ?q= search returns total=133118 for any term (scores whole collection) so ES query_string used; raw/aic_es_results.json,portals_world
2026-09-24,US,en,"Art Institute of Chicago API (POST api.artic.edu/api/v1/artworks/search, ES query_string)",crocodile,Art Institute of Chicago,"50 hits (all retrieved); 0 crocodile mummies (crocodile hits = amulets, Sobek statuette 1894.260, prints)",plain ?q= search returns total=133118 for any term (scores whole collection) so ES query_string used; raw/aic_es_results.json,portals_world
2026-09-24,US,en,"Art Institute of Chicago API (POST api.artic.edu/api/v1/artworks/search, ES query_string)",Sobek,Art Institute of Chicago,"5 hits (all retrieved); 0 crocodile mummies (crocodile hits = amulets, Sobek statuette 1894.260, prints)",plain ?q= search returns total=133118 for any term (scores whole collection) so ES query_string used; raw/aic_es_results.json,portals_world
2026-09-24,US,en,"Art Institute of Chicago API (POST api.artic.edu/api/v1/artworks/search, ES query_string)",mumm* AND place_of_origin:Egypt,Art Institute of Chicago,"72 hits (all retrieved); 0 crocodile mummies (crocodile hits = amulets, Sobek statuette 1894.260, prints)",plain ?q= search returns total=133118 for any term (scores whole collection) so ES query_string used; raw/aic_es_results.json,portals_world
2026-09-24,US,en,"Art Institute of Chicago API (POST api.artic.edu/api/v1/artworks/search, ES query_string)",animal AND mumm*,Art Institute of Chicago,"18 hits (all retrieved); 0 crocodile mummies (crocodile hits = amulets, Sobek statuette 1894.260, prints)",plain ?q= search returns total=133118 for any term (scores whole collection) so ES query_string used; raw/aic_es_results.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)","""crocodile mummy""",Smithsonian Institution (all units),"2 hits, 2 retrieved; mumm+croc text matches: 2",raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)","""mummified crocodile""",Smithsonian Institution (all units),"2 hits, 2 retrieved; mumm+croc text matches: 2",raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)",crocodile AND mummy,Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)",crocodile mummy,Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
2026-09-24,US,en,"Smithsonian Open Access API (api.si.edu/openaccess/api/v1.0/search, DEMO_KEY)","""Crocodylus"" mummy",Smithsonian Institution (all units),HTTP 429 (DEMO_KEY rate limit),raw/si_query_stats.json,portals_world
